element,id,geometry,addr:city,addr:postcode,addr:state,addr:street,building,height,type,ele,gnis:feature_id,name,name:en,name:etymology,name:etymology:wikidata,name:etymology:wikipedia,natural,old_name,old_name:etymology,old_name:etymology:wikidata,old_name:etymology:wikipedia,tourism,water,website,wikidata,wikimedia_commons,addr:housenumber,building:levels,roof:levels,addr:country,air_conditioning,brand,email,fax,internet_access,phone,rooms,smoking,landuse,nhd:reach_code,source,addr:housename,addr:county,attribution,description,changing_table,fee,opening_hours,wikipedia,highway,surface,level,lit,place,wheelchair,layer,source:addr:housenumber,boundary,leisure,amenity,emergency,healthcare,healthcare:for,operator,operator:short,operator:wikidata,operator:wikipedia,short_name,mobile,name:zh,dog,alt_name,brand:wikidata,internet_access:fee,name:ko,sport,denomination,religion,area,operator:type,protect_class,building:part,abandoned,check_date,disused:amenity,note,shop,contact:facebook,contact:instagram,contact:youtube,payment:cash,payment:credit_cards,payment:debit_cards,start_date,architect,community,community:gender,community:wikidata,access,building:material,official_name,name:he,building:colour,roof:colour,parking,colour,man_made,operator:email,operator:phone,tower:type,demolished:building,artist_name,artwork_type,material,contact:website,name:pt,service_times,operator:short_name,operator:website,owner,owner:short_name,owner:type,owner:wikidata,ownership,protected,protected_area,protection_title,landcover,nudism,communication:amateur_radio:pota,defensive_works,heritage,historic,attraction,name:es,zoo,min_height,disused,military,camping,clothing-optional,fire,glass,thong,topless,lanes,note:access,bridge,bar,internet_access:ssid,payment:american_express,payment:visa,reservation,url,name:kn,roof:shape,baseball,garden:type,bicycle,diocese,disused:landuse,source:operator,grades,fixme,crane:type,name:cmn,name:cmn-Hans,name:cmn-Hans-CN,name:cmn-Hans-SG,name:cmn-Hant,name:cs,name:de,name:oc,name:vi,name:yue,name:zh-Hans,name:zh-Hans-CN,name:zh-Hans-SG,name:zh-Hant,name:zh-Hant-HK,name:zh-Hant-TW,seamark:light:period,seamark:light:range,seamark:name,generator:source,power,building:min_level,seamark:type,golf,foot,salt,tidal,wetland,building:flats,drinking_water,office,leaf_type,floating,location,ref,noname,substation,voltage,disused:power,disused:highway,playground:theme,toilets,area:highway,crossing,crossing:markings,crossing:signals,footway,seamark:harbour:category,capacity,park_ride,surface:colour,was:building,was:amenity,leaf_cycle,artist:wikidata,artist:wikipedia,building:use,indoor,fountain,heritage:operator,heritage:website,museum,nrhp:criteria,nrhp:inscription_date,old_name:1940-1996,ref:nrhp,source_ref,hazard,addr:district,contact:fax,contact:phone,pipeline,substance,max_age,min_age,roof:material
relation,1439752,"POLYGON ((-122.4990045 37.7669716, -122.498897 37.7669472, -122.498815 37.7668844, -122.4987531 37.766793, -122.4986348 37.7666836, -122.4985743 37.7665836, -122.4985434 37.7665029, -122.4985555 37.766455, -122.4985703 37.766403, -122.4986429 37.7663849, -122.4987276 37.7664072, -122.4987813 37.7664891, -122.4989171 37.7665879, -122.4990025 37.7666649, -122.4990699 37.7666636, -122.4990941 37.7666381, -122.4991317 37.7666254, -122.4991667 37.7665967, -122.4992017 37.7666041, -122.4992491 37.7666444, -122.4993016 37.7666922, -122.4992433 37.7667423, -122.499203 37.7667572, -122.4991438 37.7667529, -122.4991021 37.7667263, -122.4990182 37.7667044, -122.498897 37.766724, -122.498901 37.7667782, -122.4989494 37.7668472, -122.4990261 37.7668823, -122.4991202 37.7668887, -122.4991982 37.7669355, -122.4992345 37.7669663, -122.4992462 37.7670006, -122.4992675 37.7670313, -122.4992771 37.7670471, -122.499326 37.7670577, -122.4993503 37.7670421, -122.4993535 37.7669983, -122.4993649 37.766984, -122.499383 37.7669855, -122.4993939 37.7670022, -122.4994048 37.7670255, -122.4994248 37.7670704, -122.4994562 37.7670855, -122.499499 37.7670749, -122.4995237 37.7670516, -122.4995323 37.7670314, -122.4995142 37.7669893, -122.4995102 37.7669598, -122.4995389 37.766884, -122.4995589 37.766842, -122.4995674 37.7667969, -122.4995884 37.7667473, -122.49962 37.7667276, -122.4996521 37.7667382, -122.4996777 37.7667638, -122.4996987 37.7668217, -122.4997129 37.7669066, -122.4997196 37.7669802, -122.4997091 37.7670216, -122.4996692 37.7670542, -122.4996138 37.7670779, -122.4996205 37.7671136, -122.4996482 37.7671465, -122.4996759 37.767163, -122.4997383 37.7671794, -122.4998213 37.7671848, -122.499849 37.7671904, -122.4998698 37.7672014, -122.4998906 37.7672343, -122.4999529 37.7672782, -122.4999806 37.7673002, -122.5000429 37.7673331, -122.5000499 37.7673386, -122.5000637 37.7673496, -122.5000845 37.767377, -122.5000845 37.7673935, -122.5000776 37.767432, -122.5000776 37.767465, -122.5000915 37.7675144, -122.5000985 37.7675419, -122.5001193 37.7675803, -122.5001401 37.7676132, -122.5001401 37.7676187, -122.5001263 37.7676463, -122.5000986 37.7676627, -122.500064 37.7676738, -122.5000224 37.7676738, -122.499974 37.7676738, -122.4999394 37.7676629, -122.4998978 37.7676629, -122.4998425 37.7676739, -122.4998079 37.7676794, -122.4997318 37.7676904, -122.4996903 37.767696, -122.4996557 37.7676905, -122.4996141 37.767674, -122.4995795 37.7676575, -122.499531 37.767641, -122.4994825 37.7676246, -122.4994549 37.7676192, -122.4994271 37.7676191, -122.4993926 37.7676247, -122.4993511 37.7676357, -122.4993165 37.7676357, -122.4993026 37.7676357, -122.4992679 37.7676248, -122.4992403 37.7676137, -122.4992264 37.7675973, -122.4992333 37.7675698, -122.499254 37.7675313, -122.4992748 37.7674709, -122.4992886 37.7674379, -122.4992955 37.7673885, -122.4993023 37.767328, -122.4993023 37.767295, -122.4992953 37.7672511, -122.4992815 37.7672237, -122.4992399 37.7671687, -122.499226 37.7671522, -122.4992053 37.7671248, -122.4991844 37.7670918, -122.4991775 37.7670753, -122.499143 37.7670502, -122.4990894 37.7670135, -122.4990045 37.7669716), (-122.4997662 37.7674322, -122.4997731 37.7674541, -122.4997939 37.7674706, -122.4998215 37.7674761, -122.4998631 37.7674706, -122.4998977 37.7674595, -122.4999184 37.7674321, -122.4999184 37.7673826, -122.4998976 37.7673277, -122.4998768 37.7673113, -122.4998561 37.7673058, -122.4998352 37.7673113, -122.4998145 37.7673278, -122.4998007 37.7673442, -122.4997662 37.7674322))",,,,,,,multipolygon,22,228606,Middle Lake,,,,,water,,,,,,,,Q129101287,,,,,,,,,,,,,,,18050006001238,NHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1439753,"POLYGON ((-122.4992866 37.7650753, -122.4993302 37.7650324, -122.4993376 37.7650022, -122.4993946 37.7649396, -122.4994207 37.7649343, -122.4994858 37.7649592, -122.4995709 37.7649656, -122.4996863 37.7649441, -122.499878 37.7649444, -122.500102 37.7649195, -122.500275 37.7649338, -122.5003286 37.764946, -122.500384 37.764973, -122.5004078 37.7650011, -122.5004175 37.7650398, -122.5004048 37.7650663, -122.5003588 37.7651071, -122.5003525 37.7651408, -122.5003456 37.7651518, -122.5003595 37.7651958, -122.5003665 37.7652232, -122.5003628 37.7652757, -122.5003548 37.7654056, -122.5003058 37.7654686, -122.500212 37.7655169, -122.5001349 37.7655291, -122.5000403 37.7655285, -122.4999773 37.7655126, -122.499929 37.765492, -122.4999176 37.7654851, -122.4998935 37.7654591, -122.4998787 37.7654178, -122.4999015 37.7653796, -122.499894 37.7653511, -122.4998751 37.7653332, -122.4998543 37.7653223, -122.4998266 37.7653003, -122.4998197 37.7652839, -122.499799 37.7652619, -122.4997575 37.7652564, -122.4997228 37.7652509, -122.4997021 37.7652399, -122.4996882 37.765229, -122.4996674 37.7652125, -122.4996328 37.765185, -122.4995982 37.765174, -122.4995705 37.7651631, -122.4995289 37.7651576, -122.4994805 37.7651522, -122.4994321 37.7651522, -122.4993628 37.7651522, -122.4993282 37.7651468, -122.4993006 37.7651412, -122.4992867 37.7651303, -122.4992867 37.7650973, -122.4992866 37.7650753), (-122.4999372 37.7651747, -122.4999559 37.7651994, -122.4999869 37.7652141, -122.5000241 37.7652337, -122.5000738 37.7652583, -122.5000922 37.7652583, -122.5001233 37.7652534, -122.5001357 37.7652337, -122.5001419 37.765219, -122.5001481 37.7651992, -122.5001481 37.7651795, -122.5001453 37.7651621, -122.5001277 37.765148, -122.5001084 37.7651417, -122.5000788 37.7651366, -122.5000311 37.7651329, -122.499993 37.7651255, -122.4999683 37.7651305, -122.4999434 37.7651403, -122.4999372 37.7651501, -122.4999372 37.7651747))",,,,,,,multipolygon,26,235084,South Lake,,,,,water,,,,,,,,Q129101603,,,,,,,,,,,,,,,18050006001243,NHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1547962,"POLYGON ((-122.4050053 37.7867226, -122.4049742 37.7867265, -122.4049613 37.7867283, -122.4049549 37.7867283, -122.4049502 37.7867257, -122.4049471 37.7867227, -122.404945 37.786718, -122.4049447 37.7867125, -122.4049473 37.7867066, -122.40495 37.786702, -122.4049539 37.7866975, -122.4049595 37.7866926, -122.4057699 37.7860599, -122.4058403 37.7864125, -122.4058611 37.7864101, -122.4058664 37.7864482, -122.4059521 37.7864371, -122.4059881 37.7866041, -122.4050053 37.7867226), (-122.4057821 37.7865154, -122.4057465 37.7863321, -122.4057013 37.7862961, -122.4053825 37.7865514, -122.4054052 37.7865698, -122.4057821 37.7865154))",,,,Market Street,yes,42,multipolygon,,,Phelan Building,,,,,,,,,,,,,Q17065905,,760,11,,,,,,,,,,,,,survey,The Phelan Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1547963,"POLYGON ((-122.4072569 37.785481, -122.4072198 37.7852958, -122.4071964 37.7851649, -122.4070381 37.7850468, -122.4074131 37.7847524, -122.4074304 37.7847638, -122.4074318 37.7847494, -122.407438 37.7847319, -122.4074453 37.784723, -122.4074592 37.7847144, -122.4074753 37.7847061, -122.4074963 37.784703, -122.4075304 37.7847037, -122.407552 37.7847105, -122.4075674 37.78472, -122.4075768 37.7847315, -122.4075858 37.7847437, -122.4075897 37.7847575, -122.4075906 37.7847724, -122.4075863 37.78479, -122.4075825 37.7847991, -122.407599 37.7847986, -122.4077293 37.7854185, -122.4072569 37.785481), (-122.4074445 37.7849072, -122.4072986 37.7850157, -122.4073587 37.7853142, -122.4075304 37.7852938, -122.4074445 37.7849072))",,,CA,,yes,49,multipolygon,13,1655384,Flood Building,,,,,,,,,,,,,Q5460027,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1652482,"POLYGON ((-122.4683154 37.7722147, -122.4682718 37.7720493, -122.4681825 37.7719724, -122.4682304 37.7719375, -122.4681561 37.7719108, -122.4681319 37.7719282, -122.4679959 37.771814, -122.4678209 37.7716546, -122.4681715 37.7713995, -122.4682646 37.7713324, -122.468922 37.7708627, -122.4690369 37.7707806, -122.4690434 37.7707863, -122.4693969 37.7710948, -122.4696196 37.7712892, -122.4693564 37.771476, -122.4684724 37.7721033, -122.4683154 37.7722147), (-122.4691573 37.7710675, -122.4692546 37.7710163, -122.4691366 37.7709135, -122.4690639 37.7709862, -122.4688766 37.771174, -122.4688131 37.7712376, -122.4691329 37.7710802, -122.4691573 37.7710675), (-122.4692603 37.7711927, -122.4688242 37.7715053, -122.4690097 37.7714482, -122.4693301 37.7712179, -122.4694063 37.7711631, -122.4693298 37.7711777, -122.4692931 37.7711857, -122.4692603 37.7711927), (-122.4682969 37.7716658, -122.4683783 37.7716382, -122.4684957 37.7715221, -122.4684181 37.7714556, -122.4682943 37.771518, -122.4682633 37.7715338, -122.4681478 37.7717167, -122.4682969 37.7716658), (-122.4682088 37.7718729, -122.4682587 37.7719168, -122.4683513 37.7718494, -122.4687694 37.7715447, -122.4684312 37.771713, -122.4682088 37.7718729))",San Francisco,94118,CA,Hagiwara Tea Garden Drive,museum,11,multipolygon,,,De Young Museum,,,,,,,,,,museum,,https://deyoung.famsf.org/,Q1470276,,50,,,,,,,,,+1-415-750-3600,,,,,,,,,,yes,yes,Tu-Su 09:30-17:15; Mo off,en:De Young Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1732465,"POLYGON ((-122.4857858 37.7500987, -122.48581 37.7504449, -122.4859102 37.7518756, -122.4818037 37.7520581, -122.4815556 37.7484989, -122.4856612 37.7483197, -122.4857858 37.7500987), (-122.4854656 37.7497477, -122.4853987 37.7487484, -122.4850433 37.7485717, -122.48219 37.7486981, -122.4818607 37.7489026, -122.481933 37.749903, -122.4822874 37.7500763, -122.4851347 37.7499518, -122.4854656 37.7497477), (-122.485105 37.751207, -122.4853769 37.7502587, -122.4851224 37.7500096, -122.4820426 37.7501484, -122.4818925 37.7502805, -122.4819882 37.7515942, -122.4822171 37.7517566, -122.4830758 37.7517178, -122.4848809 37.7513851, -122.485105 37.751207))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735119,"POLYGON ((-122.3995036 37.791439, -122.3992264 37.7914728, -122.3991859 37.7915014, -122.3991982 37.7915647, -122.3990604 37.7916707, -122.398882 37.791534, -122.3988431 37.7915046, -122.3987893 37.7914641, -122.398793 37.7914545, -122.3988 37.7914458, -122.3991102 37.7911998, -122.3991695 37.7911528, -122.3991765 37.7911504, -122.3991839 37.7911507, -122.3991919 37.7911546, -122.3992203 37.7911774, -122.3994082 37.7913279, -122.3994538 37.7913623, -122.3994789 37.7913782, -122.3995188 37.7913981, -122.3995282 37.7914074, -122.3995326 37.7914167, -122.3995364 37.7914352, -122.3995036 37.791439), (-122.3992031 37.7912309, -122.3989669 37.791438, -122.3993767 37.7913849, -122.3992031 37.7912309))",,,,,,,multipolygon,,,Mechanics Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735121,"POLYGON ((-122.3961522 37.7935013, -122.396189 37.7934964, -122.3962131 37.7934975, -122.3962391 37.7935132, -122.396252 37.7935356, -122.3962811 37.7937006, -122.3962894 37.7937456, -122.396292 37.7937585, -122.3962891 37.7937664, -122.3962848 37.793772, -122.3962739 37.7937784, -122.3961366 37.7938715, -122.3958208 37.7939101, -122.3958329 37.7939717, -122.3956693 37.7940973, -122.3956097 37.7940456, -122.3955342 37.7939875, -122.3956111 37.7939269, -122.3958269 37.7937543, -122.3958614 37.7937271, -122.3958755 37.7937387, -122.3959512 37.7936791, -122.3959423 37.793672, -122.395936 37.7936671, -122.3961305 37.7935143, -122.3961522 37.7935013), (-122.3961158 37.7936237, -122.3961201 37.7936124, -122.3961168 37.7936011, -122.3961018 37.7935971, -122.3960864 37.7936012, -122.3960022 37.7936698, -122.3960168 37.7936821, -122.3960303 37.7936934, -122.3961158 37.7936237))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735122,"POLYGON ((-122.4021326 37.7890409, -122.4021169 37.789043, -122.4021085 37.7890421, -122.4021015 37.7890382, -122.4020934 37.7890329, -122.4020877 37.789027, -122.4020855 37.7890202, -122.4020676 37.7889354, -122.4020647 37.7889156, -122.4020659 37.7888975, -122.4020697 37.7888808, -122.4020801 37.788862, -122.4020897 37.7888471, -122.4021049 37.78883, -122.4021487 37.7887933, -122.4024203 37.7885777, -122.4024304 37.7886347, -122.4024413 37.7886959, -122.4024842 37.7889197, -122.4024995 37.7889937, -122.4021326 37.7890409), (-122.4022241 37.7889562, -122.4022621 37.7889777, -122.4023953 37.7889607, -122.4024225 37.7889359, -122.4024167 37.7889018, -122.4023607 37.7888689, -122.4023925 37.7888344, -122.4023536 37.788813, -122.4022316 37.7888299, -122.4022021 37.7888615, -122.4022081 37.7889049, -122.4021617 37.7889104, -122.4021642 37.7889239, -122.4021671 37.7889395, -122.4022195 37.7889334, -122.4022241 37.7889562))",,,,,,,multipolygon,,,One Post Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,bricks,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735123,"POLYGON ((-122.4019633 37.7892224, -122.4019449 37.7892249, -122.4017351 37.7892501, -122.4017272 37.7892158, -122.4017184 37.7891715, -122.4017124 37.7891383, -122.4018781 37.7890036, -122.401905 37.7889817, -122.4019134 37.7889775, -122.4019224 37.7889764, -122.4019308 37.788978, -122.4019346 37.7889839, -122.4019434 37.7890262, -122.4019761 37.7891883, -122.4019824 37.7892199, -122.4019633 37.7892224), (-122.401839 37.7891065, -122.4018581 37.7890909, -122.4018418 37.7890785, -122.4018228 37.789094, -122.401839 37.7891065), (-122.4017717 37.7891906, -122.4018709 37.7891806, -122.401867 37.7891567, -122.4017675 37.7891667, -122.401769 37.7891801, -122.4017717 37.7891906))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,bricks,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735766,"POLYGON ((-122.4207142 37.7809058, -122.4206566 37.7806333, -122.4206472 37.7805407, -122.4206586 37.7804676, -122.4206892 37.7803977, -122.4207211 37.7803423, -122.4207495 37.7803099, -122.420764 37.7802933, -122.4207965 37.7802619, -122.4208371 37.7802321, -122.4209421 37.7801777, -122.4210246 37.7801515, -122.4210711 37.7801411, -122.4211164 37.7801345, -122.4211121 37.7801096, -122.421339 37.7800811, -122.4213364 37.7800627, -122.4213524 37.7800612, -122.421355 37.7800785, -122.4214205 37.7803904, -122.4214475 37.7805349, -122.4218918 37.7804829, -122.4219336 37.7807036, -122.4219356 37.7807194, -122.4219288 37.7807353, -122.4219184 37.7807454, -122.421902 37.780752, -122.4207142 37.7809058), (-122.42129 37.7805914, -122.421243 37.780346, -122.421194 37.7803165, -122.42088 37.7803562, -122.420843 37.780394, -122.420893 37.7806399, -122.420945 37.7806696, -122.421257 37.7806322, -122.42129 37.7805914))",,,,,government,27 m,multipolygon,,,State of California Building,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735769,"POLYGON ((-122.4139088 37.7808082, -122.4138011 37.7802749, -122.4138434 37.7802582, -122.4138638 37.7802329, -122.4138668 37.7802018, -122.4144169 37.7801321, -122.4149743 37.7800614, -122.4149931 37.7800935, -122.4150116 37.7801022, -122.4150295 37.7801111, -122.4150634 37.7801133, -122.4151709 37.7806496, -122.4139088 37.7808082), (-122.4148374 37.7802845, -122.414803 37.7802573, -122.4140563 37.7803523, -122.4140392 37.780393, -122.4140735 37.7805762, -122.4148717 37.7804812, -122.4148374 37.7802845))",,,,,,47 m,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1735770,"POLYGON ((-122.4184482 37.7800905, -122.4184941 37.7801133, -122.4185001 37.7801441, -122.4185053 37.7801704, -122.4184712 37.7802082, -122.4184359 37.780213, -122.4183857 37.78022, -122.4183568 37.7802044, -122.4182246 37.7802186, -122.4181743 37.7802179, -122.4181255 37.7802066, -122.4180425 37.7801845, -122.4180011 37.7801789, -122.417959 37.7801791, -122.4174654 37.7802392, -122.4174824 37.7803231, -122.4171896 37.7803624, -122.4171435 37.7803353, -122.4170803 37.7803002, -122.4170617 37.7802087, -122.4170824 37.7802049, -122.4171663 37.7801949, -122.4171093 37.7798931, -122.4170838 37.7798329, -122.4169687 37.7797101, -122.4169044 37.7794047, -122.4167767 37.7788019, -122.4167728 37.7787799, -122.4168004 37.7787763, -122.418065 37.778617, -122.4180868 37.7785988, -122.4181258 37.7785933, -122.4181602 37.7785884, -122.4181882 37.7786044, -122.4181935 37.7786292, -122.4181965 37.7786429, -122.4181665 37.7786754, -122.4183103 37.7793997, -122.4184482 37.7800905), (-122.41774 37.7787421, -122.4178225 37.7791501, -122.4181522 37.779108, -122.418079 37.7787523, -122.4180495 37.7787554, -122.4180341 37.7787545, -122.41802 37.7787506, -122.4180094 37.7787449, -122.4180012 37.778737, -122.4179955 37.7787098, -122.41774 37.7787421), (-122.4173047 37.7789384, -122.4173698 37.7792602, -122.4177752 37.7792088, -122.4177101 37.7788872, -122.4173047 37.7789384), (-122.4174976 37.7795618, -122.4177718 37.7795269, -122.4180413 37.7794926, -122.4180293 37.7794335, -122.4180172 37.7793745, -122.4177492 37.7794087, -122.4174736 37.7794438, -122.4172053 37.779478, -122.4172173 37.779537, -122.4172293 37.779596, -122.4174976 37.7795618), (-122.4179436 37.7800392, -122.4178765 37.7797123, -122.4174706 37.7797644, -122.4175377 37.7800912, -122.4179436 37.7800392), (-122.4181857 37.7801108, -122.4182125 37.7801074, -122.4182152 37.7801206, -122.4183544 37.780103, -122.4182757 37.7797154, -122.4181926 37.7797259, -122.4181967 37.779746, -122.4181425 37.7797529, -122.4181382 37.7797316, -122.4179435 37.7797563, -122.4180057 37.7800629, -122.4180888 37.7800523, -122.4181053 37.7801335, -122.4181882 37.780123, -122.4181857 37.7801108), (-122.4176835 37.7801445, -122.4176882 37.7801684, -122.4178319 37.7801506, -122.4178272 37.780127, -122.4178201 37.7800914, -122.4176765 37.7801092, -122.4176835 37.7801445), (-122.4177081 37.7788593, -122.4176863 37.7787509, -122.4172748 37.7788025, -122.4172967 37.778911, -122.4177081 37.7788593), (-122.4172423 37.7788829, -122.4172329 37.7788363, -122.4170608 37.778858, -122.4170708 37.7789075, -122.4171372 37.7788991, -122.4171396 37.7789111, -122.4172151 37.7789016, -122.4172121 37.7788867, -122.4172423 37.7788829), (-122.4170089 37.7789747, -122.4170739 37.7792989, -122.417328 37.7792671, -122.4172631 37.7789429, -122.4170089 37.7789747), (-122.4171767 37.7798002, -122.4172419 37.7801309, -122.4173774 37.7801141, -122.4174954 37.7800997, -122.4174302 37.7797689, -122.4172842 37.7797869, -122.4171767 37.7798002), (-122.4173611 37.780231, -122.4173496 37.7801634, -122.4172181 37.7801773, -122.4172296 37.780245, -122.4173611 37.780231))",,,,,,,multipolygon,,,Civic Center Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
